ID,TITULO,INFOS,VALOR,LOCAL,DATA_ANUNCIO,LINK,DATA_COLETA_METADADOS,DATA_COLETA_COMPLETA,UF,Ano
1016100389,15Mil Abaixo FIPE**  S10 LTZ 2.8 Diesel 4x4 Aut. ,95.000 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 177.000,Guaporé - DDD 54,"Hoje, 08:33",https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/15mil-abaixo-fipe-s10-ltz-2-8-diesel-4x4-aut-1016100389,2022-05-04,,rs,2018
1024259248,Hilux Sw4 SRV 3.0 Diesel 4x4 Aut. *Baixa KM/ 7 Lugares* ,114.000 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 182.000,Guaporé - DDD 54,"Hoje, 08:33",https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hilux-sw4-srv-3-0-diesel-4x4-aut-baixa-km-7-lugares-1024259248,2022-05-04,,rs,2014
1025304049,Kia cerato 1.6 SX4 Flex,54.100 km  |  Câmbio: Automático  |  Flex  |  ,R$ 88.900,"Pelotas, Três Vendas - DDD 53","Hoje, 08:33",https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/kia-cerato-1-6-sx4-flex-1025304049,2022-05-04,,rs,2019
1009694559,RENAULT DUSTER 16 E 4X2 2018,38.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 76.900,"Estância Velha, Rincão dos Ilhéus - DDD 51","Hoje, 08:32",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/renault-duster-16-e-4x2-2018-1009694559,2022-05-04,,rs,
1018380530,Jeep Wrangler Sport V6 3.8 2008 V6 4X4 Impecável  85 mil Km,85.000 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 130.000,"Porto Alegre, Navegantes - DDD 51","Hoje, 08:31",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jeep-wrangler-sport-v6-3-8-2008-v6-4x4-impecavel-85-mil-km-1018380530,2022-05-04,,rs,2008
981456765,CHEVROLET  2012,999 km  |  Câmbio: Manual  |  Flex  |  ,R$ 32.900,"Estância Velha, Rincão dos Ilhéus - DDD 51","Hoje, 08:31",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-2012-981456765,2022-05-04,,rs,2012
990724697,CHEVROLET CRUZE LTZ HB 2012,999 km  |  Câmbio: Automático  |  Flex  |  ,R$ 69.900,"Estância Velha, Rincão dos Ilhéus - DDD 51","Hoje, 08:31",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cruze-ltz-hb-2012-990724697,2022-05-04,,rs,2012
1024529912,Ford KA Sport 1.6,91.100 km  |  Câmbio: Manual  |  Flex  |  ,R$ 28.500,"Viamao, Centro - DDD 51","Hoje, 08:31",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-sport-1-6-1024529912,2022-05-04,,rs,
1005531641,Uno Mille fire ,93.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 17.900,"Pelotas, Fragata - DDD 53","Hoje, 08:30",https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/uno-mille-fire-1005531641,2022-05-04,,rs,2008
949187939,VOLKSWAGEN/SAVEIRO CROSS CABINE DUPLA,72.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 83.990,3 Passos - DDD 55,"Hoje, 08:30",https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-saveiro-cross-cabine-dupla-949187939,2022-05-04,,rs,2015
